alttp_tiles
16
13
38
60
082 082 082 082 082 082 082 082 082 082 082 082 082 082 082 082 082 082 082 082 082 082 082 082 082 082 082 082 082 082 082 082 082 082 082 082 082 082 082 082 082 082 082 082 082 082 082 082 082 082 003 003 003 003 003 003 003 003 003 003
082 035 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 082 003 003 003 003 003 003 003 003 003 003
082 035 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 082 003 003 003 003 003 003 003 003 003 003
082 003 003 003 003 003 003 035 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 082 003 003 003 003 003 003 003 003 003 003
082 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 082 003 003 003 003 003 003 003 003 003 003
082 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 082 003 003 003 003 003 003 003 003 003 003
082 003 003 003 035 003 003 003 003 003 003 003 146 147 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 082 003 003 003 003 003 003 003 003 003 003
082 003 003 003 003 003 003 003 003 003 003 003 162 163 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 035 003 003 003 003 003 003 003 003 003 003 003 003 003 082 003 003 003 003 003 003 003 003 003 003
082 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 082 003 003 003 003 003 003 003 003 003 003
082 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 082 003 003 003 003 003 003 003 003 003 003
082 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 082 003 003 003 003 003 003 003 003 003 003
082 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 082 003 003 003 003 003 003 003 003 003 003
082 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 082 003 003 003 003 003 003 003 003 003 003
082 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 082 082 082 082 082 082 082 082 082 082 082
082 003 003 003 003 003 003 003 003 003 003 003 003 035 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 082
082 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 003 082
